,GT,Flow,IS,IS2noITF,IS2
ALGORITHM,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
FEEDBACK,1.0,1.0,1.0,1.0,1.0
OSC KEY SYNC,1.0,1.0,1.0,1.0,1.0
LFO SPEED,0.343434,0.3661394,0.35838592,0.3206567,0.31425685
LFO DELAY,0.333333,0.3058591,0.30036375,0.25856036,0.26105416
LFO PM DEPTH,0.171717,0.23829705,0.16363488,0.15899624,0.16245365
LFO AM DEPTH,0.717172,0.69218737,0.4093288,0.61154616,0.6240788
LFO KEY SYNC,0.0,0.0,0.0,0.0,0.0
LFO WAVE,0.8,0.8,0.8,0.8,0.8
P MODE SENS.,0.14285715,0.2857143,0.14285715,0.14285715,0.14285715
PITCH EG RATE 1,0.949495,0.88801086,0.77790445,0.88081896,0.8884632
PITCH EG RATE 2,0.676768,0.76503265,0.59496963,0.65925276,0.6544342
PITCH EG RATE 3,0.959596,0.84598166,0.7591076,0.8589266,0.85709643
PITCH EG RATE 4,0.606061,0.55120873,0.53227603,0.5954182,0.58783454
PITCH EG LEVEL 1,0.50505,0.5007132,0.5038635,0.50505006,0.50505376
PITCH EG LEVEL 2,0.50505,0.50136733,0.50505006,0.50505006,0.50505
PITCH EG LEVEL 3,0.50505,0.5181695,0.5050501,0.5050499,0.50505
PITCH EG LEVEL 4,0.50505,0.49838018,0.5050501,0.50504994,0.50505
OP1 EG RATE 1,0.545455,0.58509195,0.5520188,0.5477516,0.5355873
OP1 EG RATE 2,0.333333,0.38166428,0.35042152,0.3033997,0.29741156
OP1 EG RATE 3,0.20202,0.1509425,0.17399739,0.15797749,0.1549225
OP1 EG RATE 4,0.424242,0.40984,0.4074781,0.40401992,0.39907256
OP1 EG LEVEL 1,1.0,1.0,0.99998057,0.99999964,0.9999999
OP1 EG LEVEL 2,0.929293,1.0,1.0,0.96504676,0.9545759
OP1 EG LEVEL 3,0.848485,0.86196303,0.7840425,0.82727015,0.84195656
OP1 EG LEVEL 4,0.0,0.0,2.9017112e-08,7.635886e-08,1.32e-07
OP1 OUTPUT LEVEL,1.0,1.0,0.9921102,0.9948353,0.9962173
OP1 MODE,1.0,1.0,1.0,1.0,1.0
OP1 F COARSE,0.0,0.0,0.0,0.0,0.0
OP1 F FINE,0.222222,0.15824437,0.16480479,0.2144731,0.21907063
OP1 OSC DETUNE,0.0,0.0,0.0,0.0,0.0
OP1 BREAK POINT,0.0,0.2350508,0.025917752,0.12423842,0.12393469
OP1 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP1 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP1 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP1 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP1 RATE SCALING,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
OP1 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP1 KEY VELOCITY,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP2 EG RATE 1,1.0,0.99960995,0.94044703,0.8924465,0.89247614
OP2 EG RATE 2,0.222222,0.28406215,0.14480181,0.23469025,0.23555471
OP2 EG RATE 3,0.0,0.012341917,0.0,0.0,0.0
OP2 EG RATE 4,0.414141,0.29335892,0.26414484,0.32423624,0.31427345
OP2 EG LEVEL 1,1.0,1.0,0.9748345,1.0,1.0
OP2 EG LEVEL 2,0.979798,1.0,0.95889205,0.9415923,0.93756765
OP2 EG LEVEL 3,0.939394,0.99866354,0.92195064,0.94087654,0.95352674
OP2 EG LEVEL 4,0.0,0.0,1.7062003e-09,0.0,0.0
OP2 OUTPUT LEVEL,0.737374,0.7873926,0.7199223,0.7103373,0.70825243
OP2 MODE,0.0,0.0,0.0,0.0,0.0
OP2 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP2 F FINE,0.0,0.0,0.0,0.04605024,0.040580917
OP2 OSC DETUNE,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575
OP2 BREAK POINT,0.0,0.34662902,0.14673334,0.002085224,0.0
OP2 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP2 R SCALE DEPTH,0.040404,0.0,0.0,0.013983542,0.011826976
OP2 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 RATE SCALING,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP2 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP2 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP3 EG RATE 1,0.535354,0.6588943,0.52740115,0.53729874,0.5314902
OP3 EG RATE 2,0.333333,0.34556413,0.32286486,0.35054988,0.35465583
OP3 EG RATE 3,0.20202,0.1722973,0.110923685,0.14893255,0.14297687
OP3 EG RATE 4,0.464646,0.3837669,0.39163306,0.39002118,0.38979474
OP3 EG LEVEL 1,1.0,1.0,0.9982971,0.99992055,1.0
OP3 EG LEVEL 2,0.929293,0.9859098,1.0,0.9274618,0.9192153
OP3 EG LEVEL 3,0.848485,0.9681378,0.8567664,0.77101445,0.7798184
OP3 EG LEVEL 4,0.0,0.0,6.1640996e-08,1.02797486e-07,0.0
OP3 OUTPUT LEVEL,1.0,0.97730553,0.98000443,0.94724804,0.9484719
OP3 MODE,1.0,1.0,1.0,1.0,1.0
OP3 F COARSE,0.0,0.0,0.0,0.0,0.0
