,GT,Flow,IS,IS2noITF,IS2
ALGORITHM,0.6774193,0.6774193,0.6774193,0.6774193,0.6774193
FEEDBACK,1.0,1.0,1.0,1.0,1.0
OSC KEY SYNC,1.0,1.0,1.0,1.0,1.0
LFO SPEED,0.323232,0.35845542,0.27822548,0.3625881,0.3692607
LFO DELAY,0.0,0.0,0.07761747,0.0,0.0
LFO PM DEPTH,0.0,0.0057350397,0.042297013,0.0,0.0
LFO AM DEPTH,0.0,0.0,0.0,0.0,0.0
LFO KEY SYNC,0.0,0.0,0.0,0.0,0.0
LFO WAVE,0.8,0.8,0.8,0.8,0.8
P MODE SENS.,0.5714286,0.5714286,0.5714286,0.5714286,0.5714286
PITCH EG RATE 1,1.0,0.86073804,1.0,1.0,1.0
PITCH EG RATE 2,0.959596,0.95135003,0.99709153,1.0,1.0
PITCH EG RATE 3,0.959596,0.9399428,0.97890663,1.0,1.0
PITCH EG RATE 4,0.606061,0.6249261,0.75042737,0.7557377,0.7672675
PITCH EG LEVEL 1,0.50505,0.49977016,0.5032942,0.5050501,0.5050547
PITCH EG LEVEL 2,0.50505,0.48485887,0.50504977,0.50505,0.50505006
PITCH EG LEVEL 3,0.50505,0.4893645,0.5050498,0.5050499,0.50505006
PITCH EG LEVEL 4,0.50505,0.47708964,0.5050502,0.50504994,0.50505006
OP1 EG RATE 1,1.0,1.0,0.9734359,1.0,1.0
OP1 EG RATE 2,0.767677,0.6970762,0.69434494,0.7998992,0.80082774
OP1 EG RATE 3,1.0,0.8591133,0.93670243,1.0,1.0
OP1 EG RATE 4,0.717172,0.74103934,0.7116993,0.7517912,0.7684366
OP1 EG LEVEL 1,1.0,1.0,0.9998553,0.9999998,1.0
OP1 EG LEVEL 2,0.888889,0.87553453,0.97453934,0.90753824,0.90419763
OP1 EG LEVEL 3,0.969697,1.0,1.0,0.9551673,0.9541238
OP1 EG LEVEL 4,0.0,0.0,5.6970407e-08,7.624285e-08,8.99e-08
OP1 OUTPUT LEVEL,1.0,1.0,0.96688354,0.98479354,0.98684704
OP1 MODE,0.0,0.0,0.0,0.0,0.0
OP1 F COARSE,0.09677419,0.032258064,0.09677419,0.09677419,0.09677419
OP1 F FINE,0.0,0.0,0.0,0.0,0.0
OP1 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP1 BREAK POINT,0.393939,0.44539756,0.39564666,0.41241312,0.41511235
OP1 L SCALE DEPTH,0.0,0.0,0.0617251,0.005054126,0.008474764
OP1 R SCALE DEPTH,0.141414,0.0,0.15459785,0.12890537,0.13328506
OP1 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP1 R KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP1 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP1 A MOD SENS.,1.0,0.0,1.0,1.0,1.0
OP1 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP2 EG RATE 1,1.0,0.9320787,0.8841453,0.95468044,0.9605708
OP2 EG RATE 2,0.424242,0.38425687,0.5262701,0.51863074,0.5088182
OP2 EG RATE 3,0.535354,0.42703515,0.5538597,0.61511135,0.62321466
OP2 EG RATE 4,0.717172,0.6202553,0.76047045,0.77874047,0.790662
OP2 EG LEVEL 1,1.0,0.9856635,0.9832646,0.9859766,0.9908177
OP2 EG LEVEL 2,0.565657,0.6231513,0.66513056,0.6828376,0.6718091
OP2 EG LEVEL 3,0.565657,0.50425595,0.6380648,0.6277785,0.61268437
OP2 EG LEVEL 4,0.0,0.0,0.0,0.0,1.2e-07
OP2 OUTPUT LEVEL,0.787879,0.8199363,0.82870996,0.80326474,0.7999913
OP2 MODE,0.0,0.0,0.0,0.0,0.0
OP2 F COARSE,0.09677419,0.09677419,0.09677419,0.09677419,0.09677419
OP2 F FINE,0.0,0.19286913,0.0,0.029968722,0.024061672
OP2 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP2 BREAK POINT,0.414141,0.38412517,0.37486437,0.30351523,0.30679655
OP2 L SCALE DEPTH,0.0,0.0,0.007398467,0.0,0.0
OP2 R SCALE DEPTH,0.454545,0.22665118,0.40529892,0.34577784,0.3660829
OP2 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP2 R KEY SCALE,1.0,0.33333334,1.0,1.0,1.0
OP2 RATE SCALING,1.0,0.0,1.0,1.0,1.0
OP2 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP2 KEY VELOCITY,1.0,0.0,1.0,1.0,1.0
OP3 EG RATE 1,0.646465,0.9640324,0.693592,0.7452171,0.74310887
OP3 EG RATE 2,0.393939,0.69162554,0.5944036,0.6677086,0.686072
OP3 EG RATE 3,0.79798,0.79802835,0.8583294,0.82729846,0.8596483
