,GT,Flow,IS,IS2noITF,IS2
ALGORITHM,0.6774193,0.6774193,0.6774193,0.6774193,0.6774193
FEEDBACK,1.0,1.0,1.0,1.0,1.0
OSC KEY SYNC,1.0,1.0,1.0,1.0,1.0
LFO SPEED,0.363636,0.40896982,0.35355824,0.37279385,0.37290996
LFO DELAY,0.0,0.028881878,0.12371312,0.068835236,0.06454022
LFO PM DEPTH,0.070707,0.0,0.0362954,0.08289324,0.078185156
LFO AM DEPTH,0.0,0.0,0.0,0.0,0.0
LFO KEY SYNC,0.0,0.0,0.0,0.0,0.0
LFO WAVE,0.8,0.8,0.8,0.8,0.8
P MODE SENS.,0.42857146,0.42857146,0.42857146,0.42857146,0.42857146
PITCH EG RATE 1,0.848485,0.83538115,0.901096,0.88119537,0.88436216
PITCH EG RATE 2,0.959596,0.9817746,0.9180567,0.9389818,0.94109285
PITCH EG RATE 3,0.959596,0.93895054,0.9019764,0.9441765,0.9449355
PITCH EG RATE 4,0.606061,0.63691944,0.6626872,0.6785299,0.67604125
PITCH EG LEVEL 1,0.50505,0.5158003,0.50428283,0.5050498,0.50505036
PITCH EG LEVEL 2,0.50505,0.4955425,0.5050499,0.50505006,0.5050501
PITCH EG LEVEL 3,0.50505,0.5112677,0.50505006,0.5050499,0.50505006
PITCH EG LEVEL 4,0.50505,0.49504557,0.5050502,0.50504994,0.50505
OP1 EG RATE 1,0.787879,0.83259857,0.8187973,0.8336965,0.8377044
OP1 EG RATE 2,0.767677,0.6997036,0.8022927,0.71291876,0.7207846
OP1 EG RATE 3,1.0,0.7477836,0.9634009,0.8225727,0.84345895
OP1 EG RATE 4,0.717172,0.6615857,0.71730435,0.712516,0.7223374
OP1 EG LEVEL 1,1.0,1.0,1.0,0.9999999,1.0
OP1 EG LEVEL 2,1.0,0.94088906,0.95822704,0.89948815,0.8929359
OP1 EG LEVEL 3,0.959596,1.0,0.98960435,1.0,1.0
OP1 EG LEVEL 4,0.0,0.0,2.7923406e-08,7.951936e-08,0.0
OP1 OUTPUT LEVEL,1.0,1.0,1.0,0.9906164,0.9908547
OP1 MODE,0.0,0.0,0.0,0.0,0.0
OP1 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP1 F FINE,0.0,0.0,0.0,0.0,0.0
OP1 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP1 BREAK POINT,0.393939,0.5031874,0.42213205,0.38120598,0.3963921
OP1 L SCALE DEPTH,0.0,0.0,0.038921256,0.0,0.0
OP1 R SCALE DEPTH,0.0,0.030713528,0.03753548,0.0,0.0
OP1 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP1 R KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP1 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP1 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP1 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP2 EG RATE 1,0.818182,0.8179239,0.8033284,0.7748761,0.77022505
OP2 EG RATE 2,0.424242,0.44972092,0.53093463,0.5292243,0.53402936
OP2 EG RATE 3,0.232323,0.36750236,0.38006383,0.27431265,0.28179032
OP2 EG RATE 4,0.717172,0.6152485,0.7209961,0.73062223,0.7307992
OP2 EG LEVEL 1,1.0,0.9963666,0.9952036,0.9899001,0.9925775
OP2 EG LEVEL 2,1.0,0.7857963,0.92401606,0.9686767,0.9664741
OP2 EG LEVEL 3,0.89899,0.7890719,0.95684433,0.94060546,0.9381479
OP2 EG LEVEL 4,0.0,0.0,7.4185182e-09,0.0,1.23e-07
OP2 OUTPUT LEVEL,0.717172,0.7969588,0.8459916,0.80364776,0.80681473
OP2 MODE,0.0,0.0,0.0,0.0,0.0
OP2 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP2 F FINE,0.0,0.008552678,0.010903625,0.00728329,0.003399864
OP2 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP2 BREAK POINT,0.272727,0.3682741,0.17542116,0.2168083,0.21411449
OP2 L SCALE DEPTH,0.0,0.0,0.0,0.010259634,0.009819861
OP2 R SCALE DEPTH,0.0,0.17911479,0.052479494,0.0,0.0
OP2 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP2 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP2 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP2 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP2 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP3 EG RATE 1,0.737374,0.8511882,0.8053097,0.76360285,0.7595237
OP3 EG RATE 2,0.767677,0.6856745,0.7470382,0.7923364,0.80721253
