,GT,Flow,IS,IS2noITF,IS2
ALGORITHM,0.6774193,0.12903225,0.6774193,0.6774193,0.6774193
FEEDBACK,0.8571429,0.0,0.8571429,0.8571429,0.8571429
OSC KEY SYNC,1.0,1.0,1.0,1.0,1.0
LFO SPEED,0.555556,0.31858146,0.47943586,0.41493064,0.42215255
LFO DELAY,0.141414,0.06862949,0.04960015,0.07013928,0.061965797
LFO PM DEPTH,0.0,0.042045355,0.0,0.0,0.0
LFO AM DEPTH,0.0,0.11662255,0.10566234,0.028886573,0.02173641
LFO KEY SYNC,1.0,1.0,1.0,1.0,1.0
LFO WAVE,0.0,0.0,0.0,0.0,0.0
P MODE SENS.,0.0,0.0,0.0,0.0,0.0
PITCH EG RATE 1,0.989899,1.0,0.8879743,0.98098594,0.973894
PITCH EG RATE 2,0.989899,0.934682,0.839681,1.0,1.0
PITCH EG RATE 3,0.989899,1.0,0.93694884,1.0,1.0
PITCH EG RATE 4,0.989899,0.9370332,0.8396076,1.0,1.0
PITCH EG LEVEL 1,0.50505,0.50712544,0.5072998,0.50504994,0.50505203
PITCH EG LEVEL 2,0.50505,0.5192392,0.50505,0.50505006,0.50505
PITCH EG LEVEL 3,0.50505,0.527189,0.50505006,0.5050499,0.50505
PITCH EG LEVEL 4,0.50505,0.5087762,0.5050502,0.50504994,0.50504994
OP1 EG RATE 1,1.0,1.0,0.92692816,0.9321281,0.9550913
OP1 EG RATE 2,1.0,0.963369,0.7865517,0.8746961,0.89351976
OP1 EG RATE 3,1.0,0.93092275,0.76176405,0.89032716,0.91971767
OP1 EG RATE 4,1.0,0.9083868,0.93193275,0.9729232,1.0
OP1 EG LEVEL 1,1.0,1.0,0.9999972,1.0,1.0
OP1 EG LEVEL 2,1.0,1.0,0.8609063,0.904425,0.8784434
OP1 EG LEVEL 3,1.0,1.0,0.88286805,1.0,1.0
OP1 EG LEVEL 4,0.0,0.0,4.287987e-08,7.939608e-08,0.0
OP1 OUTPUT LEVEL,1.0,1.0,0.97588456,0.9729838,0.96941036
OP1 MODE,0.0,0.0,0.0,0.0,0.0
OP1 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP1 F FINE,0.0,0.0,0.0,0.009173053,0.005663089
OP1 OSC DETUNE,0.71428573,0.5,0.71428573,0.71428573,0.71428573
OP1 BREAK POINT,0.0,0.22655553,0.0,0.07610169,0.08008426
OP1 L SCALE DEPTH,0.0,0.1543038,0.0,0.0,0.0
OP1 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP1 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP1 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP1 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP1 A MOD SENS.,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP1 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP2 EG RATE 1,1.0,1.0,1.0,0.9380928,0.9510236
OP2 EG RATE 2,1.0,0.88028896,0.90492696,0.93712837,0.9437454
OP2 EG RATE 3,1.0,0.9798155,0.709681,0.8393776,0.87102395
OP2 EG RATE 4,1.0,0.93554944,0.7213203,0.9939649,1.0
OP2 EG LEVEL 1,1.0,1.0,1.0,1.0,1.0
OP2 EG LEVEL 2,1.0,1.0,1.0,1.0,0.9828656
OP2 EG LEVEL 3,1.0,1.0,1.0,1.0,1.0
OP2 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP2 OUTPUT LEVEL,0.717172,0.9229114,0.84247315,0.65988255,0.65849596
OP2 MODE,0.0,0.0,0.0,0.0,0.0
OP2 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP2 F FINE,0.50505,0.0,0.09937094,0.092887774,0.09422521
OP2 OSC DETUNE,0.42857146,0.2857143,0.42857146,0.42857146,0.42857146
OP2 BREAK POINT,0.0,0.24198407,0.15334192,0.0,0.0
OP2 L SCALE DEPTH,0.0,0.14585268,0.0,0.007949393,0.005589961
OP2 R SCALE DEPTH,0.0,0.0,0.008764167,0.0,0.0
OP2 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP2 A MOD SENS.,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP2 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP3 EG RATE 1,1.0,0.9891514,1.0,0.9914985,1.0
OP3 EG RATE 2,1.0,1.0,1.0,0.96350294,0.9679567
OP3 EG RATE 3,1.0,0.9669585,0.9803037,0.82381725,0.840928
OP3 EG RATE 4,1.0,0.87893677,0.89146125,0.93132764,0.96917266
OP3 EG LEVEL 1,1.0,1.0,0.9922357,0.9969804,1.0
OP3 EG LEVEL 2,1.0,1.0,0.9340523,0.9546022,0.9356803
OP3 EG LEVEL 3,1.0,1.0,0.93185943,1.0,1.0
OP3 EG LEVEL 4,0.0,0.0,5.7537495e-08,1.041834e-07,0.0
OP3 OUTPUT LEVEL,1.0,0.8534374,0.961464,1.0,1.0
OP3 MODE,0.0,0.0,0.0,0.0,0.0
OP3 F COARSE,0.12903225,0.12903225,0.12903225,0.12903225,0.12903225
OP3 F FINE,0.0,0.11560075,0.051432867,0.00833846,0.003995709
OP3 OSC DETUNE,0.35714287,0.35714287,0.35714287,0.35714287,0.35714287
OP3 BREAK POINT,0.0,0.23111805,0.089502834,0.032783777,0.02392481
OP3 L SCALE DEPTH,0.0,0.063995585,0.0,0.016781699,0.012304724
OP3 R SCALE DEPTH,0.0,0.0,0.0011392663,0.00075002166,0.0
OP3 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,0.6666667,1.0,0.6666667,0.6666667,0.6666667
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,1.0,0.9815887,1.0,0.9626651,0.97144324
OP4 EG RATE 2,1.0,0.985202,0.87465614,0.9033191,0.9301253
OP4 EG RATE 3,1.0,0.90887266,1.0,0.90333927,0.95190555
OP4 EG RATE 4,1.0,0.925483,0.95008004,1.0,1.0
OP4 EG LEVEL 1,1.0,1.0,1.0,0.98382676,0.9904566
OP4 EG LEVEL 2,1.0,1.0,0.9112564,0.912939,0.88958037
OP4 EG LEVEL 3,1.0,1.0,0.9304915,0.8584526,0.8512209
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP4 OUTPUT LEVEL,0.909091,0.87114304,0.9123551,0.8460953,0.8449168
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.16129032,0.12903225,0.16129032,0.16129032,0.16129032
OP4 F FINE,0.0,0.0,0.026324423,0.06902326,0.06091519
OP4 OSC DETUNE,0.6428572,0.5,0.6428572,0.6428572,0.6428572
OP4 BREAK POINT,0.0,0.25381607,0.12968273,0.0598541,0.056598496
OP4 L SCALE DEPTH,0.0,0.03286904,0.0,0.0,0.0
OP4 R SCALE DEPTH,0.0,0.0139968395,0.04439766,0.05114871,0.038153697
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,0.33333334,0.0,0.33333334,0.33333334,0.33333334
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,1.0,0.97119826,0.9655254,0.957642,0.96736765
OP5 EG RATE 2,1.0,1.0,0.8967234,0.8809613,0.9158602
OP5 EG RATE 3,1.0,0.98425007,1.0,0.89584935,0.923675
OP5 EG RATE 4,1.0,0.92149967,0.8618881,0.98498815,1.0
OP5 EG LEVEL 1,1.0,1.0,0.9904684,1.0,1.0
OP5 EG LEVEL 2,1.0,1.0,0.90709126,0.91258806,0.8990228
OP5 EG LEVEL 3,1.0,1.0,0.97892994,0.98733693,0.9997952
OP5 EG LEVEL 4,0.0,0.0,8.0017974e-09,4.0720184e-07,1.69e-07
OP5 OUTPUT LEVEL,0.89899,0.82637286,0.954863,0.86655986,0.876558
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.09677419,0.12903225,0.09677419,0.09677419,0.09677419
OP5 F FINE,0.0,0.0,0.051145863,0.046650816,0.052439053
OP5 OSC DETUNE,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
OP5 BREAK POINT,0.0,0.28025472,0.11247458,0.018161532,0.0
OP5 L SCALE DEPTH,0.0,0.14181562,0.00789969,0.0,0.0
OP5 R SCALE DEPTH,0.0,0.082224235,0.0,0.0,0.0
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,0.33333334,1.0,0.33333334,0.33333334,0.33333334
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,1.0,1.0,0.89060473,1.0,1.0
OP6 EG RATE 2,1.0,0.8514327,0.898695,0.78256595,0.80254215
OP6 EG RATE 3,1.0,0.89344645,0.8682874,0.7894592,0.81912583
OP6 EG RATE 4,1.0,0.98613924,0.8148728,0.9466338,0.9764285
OP6 EG LEVEL 1,1.0,1.0,1.0,0.99965906,1.0
OP6 EG LEVEL 2,1.0,0.9282303,1.0,0.9721423,0.95118326
OP6 EG LEVEL 3,1.0,0.8114788,0.9599579,0.86532557,0.8501448
OP6 EG LEVEL 4,0.0,0.0,1.4389799e-07,0.0,0.0
OP6 OUTPUT LEVEL,0.434343,0.72583884,0.583274,0.59855616,0.5826368
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.2580645,0.12903225,0.2580645,0.2580645,0.2580645
OP6 F FINE,0.0,0.022418112,0.013551059,0.0,0.0
OP6 OSC DETUNE,0.35714287,0.5,0.35714287,0.35714287,0.35714287
OP6 BREAK POINT,0.0,0.2559408,0.061060026,0.0,0.0
OP6 L SCALE DEPTH,0.0,0.23709846,0.0,0.0,0.0
OP6 R SCALE DEPTH,0.0,0.10969137,0.00068060576,0.0,0.0
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,0.33333334,1.0,0.33333334,0.33333334,0.33333334
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
